sample	unit	fq1	fq2
CZB541	161004_D00261_0367_ACA2LEANXX_2_SX-PE-005	CZB541_161004_D00261_0367_ACA2LEANXX_2_SX-PE-005_1.fastq.gz	CZB541_161004_D00261_0367_ACA2LEANXX_2_SX-PE-005_2.fastq.gz
CZB542	161004_D00261_0367_ACA2LEANXX_1_SX-PE-084	CZB542_161004_D00261_0367_ACA2LEANXX_1_SX-PE-084_1.fastq.gz	CZB542_161004_D00261_0367_ACA2LEANXX_1_SX-PE-084_2.fastq.gz
CZB544	161004_D00261_0367_ACA2LEANXX_4_SX-PE-039	CZB544_161004_D00261_0367_ACA2LEANXX_4_SX-PE-039_1.fastq.gz	CZB544_161004_D00261_0367_ACA2LEANXX_4_SX-PE-039_2.fastq.gz
CZB544	161020_D00261_0369_AC9WREANXX_4_SX-PE-039	CZB544_161020_D00261_0369_AC9WREANXX_4_SX-PE-039_1.fastq.gz	CZB544_161020_D00261_0369_AC9WREANXX_4_SX-PE-039_2.fastq.gz
CZB547	161004_D00261_0367_ACA2LEANXX_2_SX-PE-007	CZB547_161004_D00261_0367_ACA2LEANXX_2_SX-PE-007_1.fastq.gz	CZB547_161004_D00261_0367_ACA2LEANXX_2_SX-PE-007_2.fastq.gz
CZB548	161004_D00261_0367_ACA2LEANXX_4_SX-PE-074	CZB548_161004_D00261_0367_ACA2LEANXX_4_SX-PE-074_1.fastq.gz	CZB548_161004_D00261_0367_ACA2LEANXX_4_SX-PE-074_2.fastq.gz
CZB548	161020_D00261_0369_AC9WREANXX_4_SX-PE-074	CZB548_161020_D00261_0369_AC9WREANXX_4_SX-PE-074_1.fastq.gz	CZB548_161020_D00261_0369_AC9WREANXX_4_SX-PE-074_2.fastq.gz
CZB549	161004_D00261_0367_ACA2LEANXX_2_SX-PE-089	CZB549_161004_D00261_0367_ACA2LEANXX_2_SX-PE-089_1.fastq.gz	CZB549_161004_D00261_0367_ACA2LEANXX_2_SX-PE-089_2.fastq.gz
CZB550	161004_D00261_0367_ACA2LEANXX_4_SX-PE-018	CZB550_161004_D00261_0367_ACA2LEANXX_4_SX-PE-018_1.fastq.gz	CZB550_161004_D00261_0367_ACA2LEANXX_4_SX-PE-018_2.fastq.gz
CZB550	161020_D00261_0369_AC9WREANXX_4_SX-PE-018	CZB550_161020_D00261_0369_AC9WREANXX_4_SX-PE-018_1.fastq.gz	CZB550_161020_D00261_0369_AC9WREANXX_4_SX-PE-018_2.fastq.gz
CZB554	161004_D00261_0367_ACA2LEANXX_2_SX-PE-094	CZB554_161004_D00261_0367_ACA2LEANXX_2_SX-PE-094_1.fastq.gz	CZB554_161004_D00261_0367_ACA2LEANXX_2_SX-PE-094_2.fastq.gz
CZB560	161004_D00261_0367_ACA2LEANXX_1_SX-PE-026	CZB560_161004_D00261_0367_ACA2LEANXX_1_SX-PE-026_1.fastq.gz	CZB560_161004_D00261_0367_ACA2LEANXX_1_SX-PE-026_2.fastq.gz
CZB561	161004_D00261_0367_ACA2LEANXX_1_SX-PE-033	CZB561_161004_D00261_0367_ACA2LEANXX_1_SX-PE-033_1.fastq.gz	CZB561_161004_D00261_0367_ACA2LEANXX_1_SX-PE-033_2.fastq.gz
CZB562	161004_D00261_0367_ACA2LEANXX_3_SX-PE-061	CZB562_161004_D00261_0367_ACA2LEANXX_3_SX-PE-061_1.fastq.gz	CZB562_161004_D00261_0367_ACA2LEANXX_3_SX-PE-061_2.fastq.gz
CZB565	161004_D00261_0367_ACA2LEANXX_4_SX-PE-086	CZB565_161004_D00261_0367_ACA2LEANXX_4_SX-PE-086_1.fastq.gz	CZB565_161004_D00261_0367_ACA2LEANXX_4_SX-PE-086_2.fastq.gz
CZB565	161020_D00261_0369_AC9WREANXX_4_SX-PE-086	CZB565_161020_D00261_0369_AC9WREANXX_4_SX-PE-086_1.fastq.gz	CZB565_161020_D00261_0369_AC9WREANXX_4_SX-PE-086_2.fastq.gz
CZB566	161004_D00261_0367_ACA2LEANXX_5_SX-PE-014	CZB566_161004_D00261_0367_ACA2LEANXX_5_SX-PE-014_1.fastq.gz	CZB566_161004_D00261_0367_ACA2LEANXX_5_SX-PE-014_2.fastq.gz
CZB569	161004_D00261_0367_ACA2LEANXX_3_SX-PE-063	CZB569_161004_D00261_0367_ACA2LEANXX_3_SX-PE-063_1.fastq.gz	CZB569_161004_D00261_0367_ACA2LEANXX_3_SX-PE-063_2.fastq.gz
CZB570	161004_D00261_0367_ACA2LEANXX_2_SX-PE-016	CZB570_161004_D00261_0367_ACA2LEANXX_2_SX-PE-016_1.fastq.gz	CZB570_161004_D00261_0367_ACA2LEANXX_2_SX-PE-016_2.fastq.gz
CZB572	161004_D00261_0367_ACA2LEANXX_1_SX-PE-066	CZB572_161004_D00261_0367_ACA2LEANXX_1_SX-PE-066_1.fastq.gz	CZB572_161004_D00261_0367_ACA2LEANXX_1_SX-PE-066_2.fastq.gz
CZB573	161004_D00261_0367_ACA2LEANXX_2_SX-PE-054	CZB573_161004_D00261_0367_ACA2LEANXX_2_SX-PE-054_1.fastq.gz	CZB573_161004_D00261_0367_ACA2LEANXX_2_SX-PE-054_2.fastq.gz
CZB575	161004_D00261_0367_ACA2LEANXX_4_SX-PE-050	CZB575_161004_D00261_0367_ACA2LEANXX_4_SX-PE-050_1.fastq.gz	CZB575_161004_D00261_0367_ACA2LEANXX_4_SX-PE-050_2.fastq.gz
CZB575	161020_D00261_0369_AC9WREANXX_4_SX-PE-050	CZB575_161020_D00261_0369_AC9WREANXX_4_SX-PE-050_1.fastq.gz	CZB575_161020_D00261_0369_AC9WREANXX_4_SX-PE-050_2.fastq.gz
CZB576	161004_D00261_0367_ACA2LEANXX_3_SX-PE-081	CZB576_161004_D00261_0367_ACA2LEANXX_3_SX-PE-081_1.fastq.gz	CZB576_161004_D00261_0367_ACA2LEANXX_3_SX-PE-081_2.fastq.gz
CZB577	161004_D00261_0367_ACA2LEANXX_2_SX-PE-018	CZB577_161004_D00261_0367_ACA2LEANXX_2_SX-PE-018_1.fastq.gz	CZB577_161004_D00261_0367_ACA2LEANXX_2_SX-PE-018_2.fastq.gz
CZB581	161004_D00261_0367_ACA2LEANXX_2_SX-PE-057	CZB581_161004_D00261_0367_ACA2LEANXX_2_SX-PE-057_1.fastq.gz	CZB581_161004_D00261_0367_ACA2LEANXX_2_SX-PE-057_2.fastq.gz
CZB582	161004_D00261_0367_ACA2LEANXX_2_SX-PE-031	CZB582_161004_D00261_0367_ACA2LEANXX_2_SX-PE-031_1.fastq.gz	CZB582_161004_D00261_0367_ACA2LEANXX_2_SX-PE-031_2.fastq.gz
CZB585	161004_D00261_0367_ACA2LEANXX_4_SX-PE-088	CZB585_161004_D00261_0367_ACA2LEANXX_4_SX-PE-088_1.fastq.gz	CZB585_161004_D00261_0367_ACA2LEANXX_4_SX-PE-088_2.fastq.gz
CZB585	161020_D00261_0369_AC9WREANXX_4_SX-PE-088	CZB585_161020_D00261_0369_AC9WREANXX_4_SX-PE-088_1.fastq.gz	CZB585_161020_D00261_0369_AC9WREANXX_4_SX-PE-088_2.fastq.gz
CZB586	161004_D00261_0367_ACA2LEANXX_1_SX-PE-018	CZB586_161004_D00261_0367_ACA2LEANXX_1_SX-PE-018_1.fastq.gz	CZB586_161004_D00261_0367_ACA2LEANXX_1_SX-PE-018_2.fastq.gz
CZB588	161004_D00261_0367_ACA2LEANXX_3_SX-PE-032	CZB588_161004_D00261_0367_ACA2LEANXX_3_SX-PE-032_1.fastq.gz	CZB588_161004_D00261_0367_ACA2LEANXX_3_SX-PE-032_2.fastq.gz
CZB592	161004_D00261_0367_ACA2LEANXX_3_SX-PE-085	CZB592_161004_D00261_0367_ACA2LEANXX_3_SX-PE-085_1.fastq.gz	CZB592_161004_D00261_0367_ACA2LEANXX_3_SX-PE-085_2.fastq.gz
CZB594	161004_D00261_0367_ACA2LEANXX_1_SX-PE-001	CZB594_161004_D00261_0367_ACA2LEANXX_1_SX-PE-001_1.fastq.gz	CZB594_161004_D00261_0367_ACA2LEANXX_1_SX-PE-001_2.fastq.gz
CZB596	161004_D00261_0367_ACA2LEANXX_3_SX-PE-041	CZB596_161004_D00261_0367_ACA2LEANXX_3_SX-PE-041_1.fastq.gz	CZB596_161004_D00261_0367_ACA2LEANXX_3_SX-PE-041_2.fastq.gz
CZB597	161004_D00261_0367_ACA2LEANXX_4_SX-PE-071	CZB597_161004_D00261_0367_ACA2LEANXX_4_SX-PE-071_1.fastq.gz	CZB597_161004_D00261_0367_ACA2LEANXX_4_SX-PE-071_2.fastq.gz
CZB597	161020_D00261_0369_AC9WREANXX_4_SX-PE-071	CZB597_161020_D00261_0369_AC9WREANXX_4_SX-PE-071_1.fastq.gz	CZB597_161020_D00261_0369_AC9WREANXX_4_SX-PE-071_2.fastq.gz
CZB598	161004_D00261_0367_ACA2LEANXX_1_SX-PE-089	CZB598_161004_D00261_0367_ACA2LEANXX_1_SX-PE-089_1.fastq.gz	CZB598_161004_D00261_0367_ACA2LEANXX_1_SX-PE-089_2.fastq.gz
CZB599	161004_D00261_0367_ACA2LEANXX_2_SX-PE-001	CZB599_161004_D00261_0367_ACA2LEANXX_2_SX-PE-001_1.fastq.gz	CZB599_161004_D00261_0367_ACA2LEANXX_2_SX-PE-001_2.fastq.gz
CZB600	161004_D00261_0367_ACA2LEANXX_4_SX-PE-031	CZB600_161004_D00261_0367_ACA2LEANXX_4_SX-PE-031_1.fastq.gz	CZB600_161004_D00261_0367_ACA2LEANXX_4_SX-PE-031_2.fastq.gz
CZB600	161020_D00261_0369_AC9WREANXX_4_SX-PE-031	CZB600_161020_D00261_0369_AC9WREANXX_4_SX-PE-031_1.fastq.gz	CZB600_161020_D00261_0369_AC9WREANXX_4_SX-PE-031_2.fastq.gz
CZD001	161020_D00261_0369_AC9WREANXX_2_SX-PE-066	CZD001_161020_D00261_0369_AC9WREANXX_2_SX-PE-066_1.fastq.gz	CZD001_161020_D00261_0369_AC9WREANXX_2_SX-PE-066_2.fastq.gz
CZD003	161020_D00261_0369_AC9WREANXX_2_SX-PE-008	CZD003_161020_D00261_0369_AC9WREANXX_2_SX-PE-008_1.fastq.gz	CZD003_161020_D00261_0369_AC9WREANXX_2_SX-PE-008_2.fastq.gz
CZD004	161004_D00261_0367_ACA2LEANXX_6_SX-PE-030	CZD004_161004_D00261_0367_ACA2LEANXX_6_SX-PE-030_1.fastq.gz	CZD004_161004_D00261_0367_ACA2LEANXX_6_SX-PE-030_2.fastq.gz
CZD004	161122_D00261_0374_AC9U24ANXX_2_SX-PE-030	CZD004_161122_D00261_0374_AC9U24ANXX_2_SX-PE-030_1.fastq.gz	CZD004_161122_D00261_0374_AC9U24ANXX_2_SX-PE-030_2.fastq.gz
CZD005	161004_D00261_0367_ACA2LEANXX_5_SX-PE-065	CZD005_161004_D00261_0367_ACA2LEANXX_5_SX-PE-065_1.fastq.gz	CZD005_161004_D00261_0367_ACA2LEANXX_5_SX-PE-065_2.fastq.gz
CZD006	161004_D00261_0367_ACA2LEANXX_6_SX-PE-022	CZD006_161004_D00261_0367_ACA2LEANXX_6_SX-PE-022_1.fastq.gz	CZD006_161004_D00261_0367_ACA2LEANXX_6_SX-PE-022_2.fastq.gz
CZD006	161122_D00261_0374_AC9U24ANXX_2_SX-PE-022	CZD006_161122_D00261_0374_AC9U24ANXX_2_SX-PE-022_1.fastq.gz	CZD006_161122_D00261_0374_AC9U24ANXX_2_SX-PE-022_2.fastq.gz
CZD007	161020_D00261_0369_AC9WREANXX_2_SX-PE-017	CZD007_161020_D00261_0369_AC9WREANXX_2_SX-PE-017_1.fastq.gz	CZD007_161020_D00261_0369_AC9WREANXX_2_SX-PE-017_2.fastq.gz
CZD008	161004_D00261_0367_ACA2LEANXX_5_SX-PE-006	CZD008_161004_D00261_0367_ACA2LEANXX_5_SX-PE-006_1.fastq.gz	CZD008_161004_D00261_0367_ACA2LEANXX_5_SX-PE-006_2.fastq.gz
CZD009	161004_D00261_0367_ACA2LEANXX_5_SX-PE-040	CZD009_161004_D00261_0367_ACA2LEANXX_5_SX-PE-040_1.fastq.gz	CZD009_161004_D00261_0367_ACA2LEANXX_5_SX-PE-040_2.fastq.gz
CZD010	161020_D00261_0369_AC9WREANXX_1_SX-PE-061	CZD010_161020_D00261_0369_AC9WREANXX_1_SX-PE-061_1.fastq.gz	CZD010_161020_D00261_0369_AC9WREANXX_1_SX-PE-061_2.fastq.gz
CZD011	161020_D00261_0369_AC9WREANXX_2_SX-PE-025	CZD011_161020_D00261_0369_AC9WREANXX_2_SX-PE-025_1.fastq.gz	CZD011_161020_D00261_0369_AC9WREANXX_2_SX-PE-025_2.fastq.gz
CZD013	161004_D00261_0367_ACA2LEANXX_5_SX-PE-050	CZD013_161004_D00261_0367_ACA2LEANXX_5_SX-PE-050_1.fastq.gz	CZD013_161004_D00261_0367_ACA2LEANXX_5_SX-PE-050_2.fastq.gz
CZD014	161020_D00261_0369_AC9WREANXX_1_SX-PE-057	CZD014_161020_D00261_0369_AC9WREANXX_1_SX-PE-057_1.fastq.gz	CZD014_161020_D00261_0369_AC9WREANXX_1_SX-PE-057_2.fastq.gz
CZD015	161004_D00261_0367_ACA2LEANXX_5_SX-PE-013	CZD015_161004_D00261_0367_ACA2LEANXX_5_SX-PE-013_1.fastq.gz	CZD015_161004_D00261_0367_ACA2LEANXX_5_SX-PE-013_2.fastq.gz
CZD016	161020_D00261_0369_AC9WREANXX_2_SX-PE-067	CZD016_161020_D00261_0369_AC9WREANXX_2_SX-PE-067_1.fastq.gz	CZD016_161020_D00261_0369_AC9WREANXX_2_SX-PE-067_2.fastq.gz
CZD017	161020_D00261_0369_AC9WREANXX_1_SX-PE-035	CZD017_161020_D00261_0369_AC9WREANXX_1_SX-PE-035_1.fastq.gz	CZD017_161020_D00261_0369_AC9WREANXX_1_SX-PE-035_2.fastq.gz
CZD019	161020_D00261_0369_AC9WREANXX_2_SX-PE-013	CZD019_161020_D00261_0369_AC9WREANXX_2_SX-PE-013_1.fastq.gz	CZD019_161020_D00261_0369_AC9WREANXX_2_SX-PE-013_2.fastq.gz
CZD021	161004_D00261_0367_ACA2LEANXX_5_SX-PE-036	CZD021_161004_D00261_0367_ACA2LEANXX_5_SX-PE-036_1.fastq.gz	CZD021_161004_D00261_0367_ACA2LEANXX_5_SX-PE-036_2.fastq.gz
CZD022	161020_D00261_0369_AC9WREANXX_2_SX-PE-080	CZD022_161020_D00261_0369_AC9WREANXX_2_SX-PE-080_1.fastq.gz	CZD022_161020_D00261_0369_AC9WREANXX_2_SX-PE-080_2.fastq.gz
CZD023	161004_D00261_0367_ACA2LEANXX_6_SX-PE-039	CZD023_161004_D00261_0367_ACA2LEANXX_6_SX-PE-039_1.fastq.gz	CZD023_161004_D00261_0367_ACA2LEANXX_6_SX-PE-039_2.fastq.gz
CZD023	161122_D00261_0374_AC9U24ANXX_2_SX-PE-039	CZD023_161122_D00261_0374_AC9U24ANXX_2_SX-PE-039_1.fastq.gz	CZD023_161122_D00261_0374_AC9U24ANXX_2_SX-PE-039_2.fastq.gz
CZD024	161020_D00261_0369_AC9WREANXX_1_SX-PE-063	CZD024_161020_D00261_0369_AC9WREANXX_1_SX-PE-063_1.fastq.gz	CZD024_161020_D00261_0369_AC9WREANXX_1_SX-PE-063_2.fastq.gz
CZD025	161004_D00261_0367_ACA2LEANXX_5_SX-PE-061	CZD025_161004_D00261_0367_ACA2LEANXX_5_SX-PE-061_1.fastq.gz	CZD025_161004_D00261_0367_ACA2LEANXX_5_SX-PE-061_2.fastq.gz
CZD026	161004_D00261_0367_ACA2LEANXX_5_SX-PE-071	CZD026_161004_D00261_0367_ACA2LEANXX_5_SX-PE-071_1.fastq.gz	CZD026_161004_D00261_0367_ACA2LEANXX_5_SX-PE-071_2.fastq.gz
CZD028	161020_D00261_0369_AC9WREANXX_2_SX-PE-007	CZD028_161020_D00261_0369_AC9WREANXX_2_SX-PE-007_1.fastq.gz	CZD028_161020_D00261_0369_AC9WREANXX_2_SX-PE-007_2.fastq.gz
CZD029	161020_D00261_0369_AC9WREANXX_1_SX-PE-038	CZD029_161020_D00261_0369_AC9WREANXX_1_SX-PE-038_1.fastq.gz	CZD029_161020_D00261_0369_AC9WREANXX_1_SX-PE-038_2.fastq.gz
CZD030	161004_D00261_0367_ACA2LEANXX_6_SX-PE-089	CZD030_161004_D00261_0367_ACA2LEANXX_6_SX-PE-089_1.fastq.gz	CZD030_161004_D00261_0367_ACA2LEANXX_6_SX-PE-089_2.fastq.gz
CZD030	161122_D00261_0374_AC9U24ANXX_2_SX-PE-089	CZD030_161122_D00261_0374_AC9U24ANXX_2_SX-PE-089_1.fastq.gz	CZD030_161122_D00261_0374_AC9U24ANXX_2_SX-PE-089_2.fastq.gz
CZD033	161004_D00261_0367_ACA2LEANXX_5_SX-PE-094	CZD033_161004_D00261_0367_ACA2LEANXX_5_SX-PE-094_1.fastq.gz	CZD033_161004_D00261_0367_ACA2LEANXX_5_SX-PE-094_2.fastq.gz
CZD035	161004_D00261_0367_ACA2LEANXX_6_SX-PE-008	CZD035_161004_D00261_0367_ACA2LEANXX_6_SX-PE-008_1.fastq.gz	CZD035_161004_D00261_0367_ACA2LEANXX_6_SX-PE-008_2.fastq.gz
CZD035	161122_D00261_0374_AC9U24ANXX_2_SX-PE-008	CZD035_161122_D00261_0374_AC9U24ANXX_2_SX-PE-008_1.fastq.gz	CZD035_161122_D00261_0374_AC9U24ANXX_2_SX-PE-008_2.fastq.gz
CZD036	161020_D00261_0369_AC9WREANXX_1_SX-PE-075	CZD036_161020_D00261_0369_AC9WREANXX_1_SX-PE-075_1.fastq.gz	CZD036_161020_D00261_0369_AC9WREANXX_1_SX-PE-075_2.fastq.gz
CZD038	161020_D00261_0369_AC9WREANXX_1_SX-PE-068	CZD038_161020_D00261_0369_AC9WREANXX_1_SX-PE-068_1.fastq.gz	CZD038_161020_D00261_0369_AC9WREANXX_1_SX-PE-068_2.fastq.gz
CZD039	161020_D00261_0369_AC9WREANXX_1_SX-PE-008	CZD039_161020_D00261_0369_AC9WREANXX_1_SX-PE-008_1.fastq.gz	CZD039_161020_D00261_0369_AC9WREANXX_1_SX-PE-008_2.fastq.gz
CZD040	161020_D00261_0369_AC9WREANXX_1_SX-PE-014	CZD040_161020_D00261_0369_AC9WREANXX_1_SX-PE-014_1.fastq.gz	CZD040_161020_D00261_0369_AC9WREANXX_1_SX-PE-014_2.fastq.gz
CZD043	161020_D00261_0369_AC9WREANXX_1_SX-PE-070	CZD043_161020_D00261_0369_AC9WREANXX_1_SX-PE-070_1.fastq.gz	CZD043_161020_D00261_0369_AC9WREANXX_1_SX-PE-070_2.fastq.gz
CZD044	161004_D00261_0367_ACA2LEANXX_6_SX-PE-029	CZD044_161004_D00261_0367_ACA2LEANXX_6_SX-PE-029_1.fastq.gz	CZD044_161004_D00261_0367_ACA2LEANXX_6_SX-PE-029_2.fastq.gz
CZD044	161122_D00261_0374_AC9U24ANXX_2_SX-PE-029	CZD044_161122_D00261_0374_AC9U24ANXX_2_SX-PE-029_1.fastq.gz	CZD044_161122_D00261_0374_AC9U24ANXX_2_SX-PE-029_2.fastq.gz
CZD045	161020_D00261_0369_AC9WREANXX_1_SX-PE-044	CZD045_161020_D00261_0369_AC9WREANXX_1_SX-PE-044_1.fastq.gz	CZD045_161020_D00261_0369_AC9WREANXX_1_SX-PE-044_2.fastq.gz
CZD049	161004_D00261_0367_ACA2LEANXX_5_SX-PE-002	CZD049_161004_D00261_0367_ACA2LEANXX_5_SX-PE-002_1.fastq.gz	CZD049_161004_D00261_0367_ACA2LEANXX_5_SX-PE-002_2.fastq.gz
CZD050	161020_D00261_0369_AC9WREANXX_1_SX-PE-021	CZD050_161020_D00261_0369_AC9WREANXX_1_SX-PE-021_1.fastq.gz	CZD050_161020_D00261_0369_AC9WREANXX_1_SX-PE-021_2.fastq.gz
CZD055	161020_D00261_0369_AC9WREANXX_1_SX-PE-025	CZD055_161020_D00261_0369_AC9WREANXX_1_SX-PE-025_1.fastq.gz	CZD055_161020_D00261_0369_AC9WREANXX_1_SX-PE-025_2.fastq.gz
CZD056	161020_D00261_0369_AC9WREANXX_2_SX-PE-088	CZD056_161020_D00261_0369_AC9WREANXX_2_SX-PE-088_1.fastq.gz	CZD056_161020_D00261_0369_AC9WREANXX_2_SX-PE-088_2.fastq.gz
CZD057	161004_D00261_0367_ACA2LEANXX_5_SX-PE-076	CZD057_161004_D00261_0367_ACA2LEANXX_5_SX-PE-076_1.fastq.gz	CZD057_161004_D00261_0367_ACA2LEANXX_5_SX-PE-076_2.fastq.gz
CZD058	161004_D00261_0367_ACA2LEANXX_6_SX-PE-006	CZD058_161004_D00261_0367_ACA2LEANXX_6_SX-PE-006_1.fastq.gz	CZD058_161004_D00261_0367_ACA2LEANXX_6_SX-PE-006_2.fastq.gz
CZD058	161122_D00261_0374_AC9U24ANXX_2_SX-PE-006	CZD058_161122_D00261_0374_AC9U24ANXX_2_SX-PE-006_1.fastq.gz	CZD058_161122_D00261_0374_AC9U24ANXX_2_SX-PE-006_2.fastq.gz
CZD059	161020_D00261_0369_AC9WREANXX_2_SX-PE-048	CZD059_161020_D00261_0369_AC9WREANXX_2_SX-PE-048_1.fastq.gz	CZD059_161020_D00261_0369_AC9WREANXX_2_SX-PE-048_2.fastq.gz
CZD060	161004_D00261_0367_ACA2LEANXX_6_SX-PE-058	CZD060_161004_D00261_0367_ACA2LEANXX_6_SX-PE-058_1.fastq.gz	CZD060_161004_D00261_0367_ACA2LEANXX_6_SX-PE-058_2.fastq.gz
CZD060	161122_D00261_0374_AC9U24ANXX_2_SX-PE-058	CZD060_161122_D00261_0374_AC9U24ANXX_2_SX-PE-058_1.fastq.gz	CZD060_161122_D00261_0374_AC9U24ANXX_2_SX-PE-058_2.fastq.gz
CZD061	161004_D00261_0367_ACA2LEANXX_5_SX-PE-005	CZD061_161004_D00261_0367_ACA2LEANXX_5_SX-PE-005_1.fastq.gz	CZD061_161004_D00261_0367_ACA2LEANXX_5_SX-PE-005_2.fastq.gz
CZD062	161020_D00261_0369_AC9WREANXX_2_SX-PE-041	CZD062_161020_D00261_0369_AC9WREANXX_2_SX-PE-041_1.fastq.gz	CZD062_161020_D00261_0369_AC9WREANXX_2_SX-PE-041_2.fastq.gz
CZD063	161004_D00261_0367_ACA2LEANXX_6_SX-PE-027	CZD063_161004_D00261_0367_ACA2LEANXX_6_SX-PE-027_1.fastq.gz	CZD063_161004_D00261_0367_ACA2LEANXX_6_SX-PE-027_2.fastq.gz
CZD063	161122_D00261_0374_AC9U24ANXX_2_SX-PE-027	CZD063_161122_D00261_0374_AC9U24ANXX_2_SX-PE-027_1.fastq.gz	CZD063_161122_D00261_0374_AC9U24ANXX_2_SX-PE-027_2.fastq.gz
CZD064	161004_D00261_0367_ACA2LEANXX_6_SX-PE-073	CZD064_161004_D00261_0367_ACA2LEANXX_6_SX-PE-073_1.fastq.gz	CZD064_161004_D00261_0367_ACA2LEANXX_6_SX-PE-073_2.fastq.gz
CZD064	161122_D00261_0374_AC9U24ANXX_2_SX-PE-073	CZD064_161122_D00261_0374_AC9U24ANXX_2_SX-PE-073_1.fastq.gz	CZD064_161122_D00261_0374_AC9U24ANXX_2_SX-PE-073_2.fastq.gz
CZD067	161020_D00261_0369_AC9WREANXX_2_SX-PE-020	CZD067_161020_D00261_0369_AC9WREANXX_2_SX-PE-020_1.fastq.gz	CZD067_161020_D00261_0369_AC9WREANXX_2_SX-PE-020_2.fastq.gz
CZD068	161020_D00261_0369_AC9WREANXX_2_SX-PE-023	CZD068_161020_D00261_0369_AC9WREANXX_2_SX-PE-023_1.fastq.gz	CZD068_161020_D00261_0369_AC9WREANXX_2_SX-PE-023_2.fastq.gz
CZD069	161020_D00261_0369_AC9WREANXX_1_SX-PE-042	CZD069_161020_D00261_0369_AC9WREANXX_1_SX-PE-042_1.fastq.gz	CZD069_161020_D00261_0369_AC9WREANXX_1_SX-PE-042_2.fastq.gz
CZD070	161004_D00261_0367_ACA2LEANXX_6_SX-PE-005	CZD070_161004_D00261_0367_ACA2LEANXX_6_SX-PE-005_1.fastq.gz	CZD070_161004_D00261_0367_ACA2LEANXX_6_SX-PE-005_2.fastq.gz
CZD070	161122_D00261_0374_AC9U24ANXX_2_SX-PE-005	CZD070_161122_D00261_0374_AC9U24ANXX_2_SX-PE-005_1.fastq.gz	CZD070_161122_D00261_0374_AC9U24ANXX_2_SX-PE-005_2.fastq.gz
CZD071	161020_D00261_0369_AC9WREANXX_1_SX-PE-040	CZD071_161020_D00261_0369_AC9WREANXX_1_SX-PE-040_1.fastq.gz	CZD071_161020_D00261_0369_AC9WREANXX_1_SX-PE-040_2.fastq.gz
CZD074	161004_D00261_0367_ACA2LEANXX_6_SX-PE-035	CZD074_161004_D00261_0367_ACA2LEANXX_6_SX-PE-035_1.fastq.gz	CZD074_161004_D00261_0367_ACA2LEANXX_6_SX-PE-035_2.fastq.gz
CZD074	161122_D00261_0374_AC9U24ANXX_2_SX-PE-035	CZD074_161122_D00261_0374_AC9U24ANXX_2_SX-PE-035_1.fastq.gz	CZD074_161122_D00261_0374_AC9U24ANXX_2_SX-PE-035_2.fastq.gz
CZD077	161020_D00261_0369_AC9WREANXX_2_SX-PE-068	CZD077_161020_D00261_0369_AC9WREANXX_2_SX-PE-068_1.fastq.gz	CZD077_161020_D00261_0369_AC9WREANXX_2_SX-PE-068_2.fastq.gz
CZD078	161020_D00261_0369_AC9WREANXX_1_SX-PE-060	CZD078_161020_D00261_0369_AC9WREANXX_1_SX-PE-060_1.fastq.gz	CZD078_161020_D00261_0369_AC9WREANXX_1_SX-PE-060_2.fastq.gz
CZD079	161020_D00261_0369_AC9WREANXX_2_SX-PE-056	CZD079_161020_D00261_0369_AC9WREANXX_2_SX-PE-056_1.fastq.gz	CZD079_161020_D00261_0369_AC9WREANXX_2_SX-PE-056_2.fastq.gz
CZD080	161020_D00261_0369_AC9WREANXX_1_SX-PE-080	CZD080_161020_D00261_0369_AC9WREANXX_1_SX-PE-080_1.fastq.gz	CZD080_161020_D00261_0369_AC9WREANXX_1_SX-PE-080_2.fastq.gz
CZD081	161004_D00261_0367_ACA2LEANXX_6_SX-PE-059	CZD081_161004_D00261_0367_ACA2LEANXX_6_SX-PE-059_1.fastq.gz	CZD081_161004_D00261_0367_ACA2LEANXX_6_SX-PE-059_2.fastq.gz
CZD081	161122_D00261_0374_AC9U24ANXX_2_SX-PE-059	CZD081_161122_D00261_0374_AC9U24ANXX_2_SX-PE-059_1.fastq.gz	CZD081_161122_D00261_0374_AC9U24ANXX_2_SX-PE-059_2.fastq.gz
CZD082	161004_D00261_0367_ACA2LEANXX_5_SX-PE-078	CZD082_161004_D00261_0367_ACA2LEANXX_5_SX-PE-078_1.fastq.gz	CZD082_161004_D00261_0367_ACA2LEANXX_5_SX-PE-078_2.fastq.gz
CZD083	161004_D00261_0367_ACA2LEANXX_5_SX-PE-035	CZD083_161004_D00261_0367_ACA2LEANXX_5_SX-PE-035_1.fastq.gz	CZD083_161004_D00261_0367_ACA2LEANXX_5_SX-PE-035_2.fastq.gz
CZD084	161004_D00261_0367_ACA2LEANXX_5_SX-PE-030	CZD084_161004_D00261_0367_ACA2LEANXX_5_SX-PE-030_1.fastq.gz	CZD084_161004_D00261_0367_ACA2LEANXX_5_SX-PE-030_2.fastq.gz
CZD085	161020_D00261_0369_AC9WREANXX_1_SX-PE-019	CZD085_161020_D00261_0369_AC9WREANXX_1_SX-PE-019_1.fastq.gz	CZD085_161020_D00261_0369_AC9WREANXX_1_SX-PE-019_2.fastq.gz
